page;rank;title;publisher
77;4615;Matematikai és fizikai lapok 1. 1961 január;Budapest, 1961
77;4616;Matematikai és fizikai lapok 3. 1961 március;Budapest, 1961
77;4617;Literatura 1974/3;Akadémiai Kiadó, 1974
77;4618;V. I. Lenin: Marx, Engels, Marxism;Moszkva, 1947
77;4619;Feladatgyűjtemény matematikából a dolgozók gimnáziuma számára IV. osztály;Tankönyvkiadó, 1978
77;4620;William G. Herron: Money Matters: The Fee in Psychotherapy and Psychoanalysis;London, 1992
78;4621;W. R. Bion: EXPERIENCES IN GROUPS;London, 2006
78;4622;Jill Bennett: Godfrey: A Special Time Remembered;Toronto, 1983
78;4623;Witness Lee: Élet-tanulmány a Kivonulás könyvéről 4.;Living Stream Ministry, 2009
78;4624;Witness Lee: A gyülekezet talaja és a gyülekezeti találkozók;LIVING STREAM MINISTRY, 2013
78;4625;M. Basilea Schlink: Máris, Urunk Jézus édesanyja;2000
78;4626;Sam Bourne: 2 books The Final Reconing,The Righteous Men;Harper Collins, 2012
78;4627;Sammy Davis, Jr.: Hollywood in a Suitcase - Saját képpel;William Morrow and Company, 1980
78;4628;Bárány Tamás: 7 db Bárány Tamás könyv: Két regény (Város, esti fényben - Velünk kezdődik minden) - A bíró - Fortuna kegyeltje - Másfél szoba összkomfort - Félszárnyú pegazus - Húsz év - Apátlan nemzedék - A fészek melege;Magvető és Szépirodalmi Kiadó
78;4629;Francesco Ricci: I Giorni - Omelie e meditazioni per l'anno liturgico;EDB, 2001
78;4630;Laczika Ferenc s. J.: Sirályok szikláján.Ifjúsági elbeszélés - saját fotó!;Szív Kiadása, 1925
78;4631;Rachel Redford: An International Approach 1.;University Press, 2009
78;4632;Edvi Illés Károly Dr.: A magyar büntetőtörvények zsebkönyve (Negyedik kiadás) - Saját képpel;Révai Testvérek, 1907
78;4633;Ahmet Zappa: The Monstrous. Memoirs a Mighty McFearless. - saját fotó;Puffin Books, 2006
78;4634;A Magyar Tudományos Akadémia közleményei XXVII. kötet, 3-4. szám;Akadémiai Kiadó, 1971
78;4635;A Cat in the Window : Tales from a Cornish Flower Farm;Constable and Company Ltd., 2014
78;4636;Fabio Bartolomei: Giulia 1300 e altri miracoli (Italian Edition);Tascabili Bompiani, 2012
78;4637;Az Országos Néprajzi Múzeum adattárának értesítője 1952 1. szám;Nincs feltüntetve, 1952
78;4638;P. Buzogány Árpád: Búcsú a szalmakalaptól;Csíkszereda, 2003
78;4639;Somlyó György: Arion 8 - Nemzetközi Költői Almanach;Corvina Kiadó, 1975
78;4640;Ethnographia - a Magyar Néprajzi Társaság folyóirata XC. évfolyam, 3. szám;Akadémiai Kiadó, 1979
78;4641;Major Ervin dr-Nádor Mihály-Szabolcsi Bence dr. (feldolg.): Az Uj Idők nótáskönyve (A magyar nótakincs javából) - Saját képpel;Uj Idők, 1933
78;4642;Kereskedelmi szervezés I. A dolgozók kereskedelmi szakközépiskoláinak;Közgazdasági És Jogi Kiadó, 1989
78;4643;Ethnographia LXXVIII. évfolyam, 2. szám 1967;Akadémiai Kiadó, 1967
78;4644;Gyula Ortutay: Magyar tudományos akadémia közleményei I. kötet 2. szám;Budapest, 1951
78;4645;Dr. Nagy István - Dr. Hadik Róbert - Kertay Zoltán - Dr. Lantos Tibor - Tarsoly András: Elektrotechnika Előadási segédlet a Gépészmérnöki Kar hallgatói részére - 1-5. fejezet;Budapest, 1979
78;4646;O-ko: Emlékek kútjánál;Magánkiadás, 2009
78;4647;Honismeret 1982/3;Budapest, 1982
78;4648;Marcia H. Kruchten: Skyborn;Armada Books, 1988
78;4649;Válmiki Fiók Károly ford.: Dasarátha halála - Epizód a Rámájána II. énekéből - 1903-as - Dedikált;Budapest
78;4650;A M. Tud. Akadémia Történettudományi Intézetének értesítője II. évf. 1-3. sz. 1951. Jan.- Márc. kézirat gyagyánt;Akadémiai Kiadó, 1951
78;4651;Magyar Művészet XI. évfolyam 1935. 4. szám;Athenaeum Kiadó, 1935
78;4652;Grid Bluton's: Tell-A-Story Book-Andrew's Robin and other stories;Manchester University Press, 1983
78;4653;Hofer Tamás: Ethnographia - a Magyar Néprajzi Társaság folyóirata 1980. 1. szám XCI. évf.;Akadémiai Kiadó, 1980
78;4654;by BE BOSTWICK: Bostwick ∗resume∗ Writing – A Comprehensive How–to –do–it Guide 3ed;BASTEI VERLAG, 1989
78;4655;Lukács András: Államháztartási reform - Másképpen (A Levegő Munkacsoport a Közgyűjteményi és Közművelődési Dolgozók Szakszervezetével egyetértésben kialakított javaslatai);Budapest, 1998
78;4656;Я. Райнис: Райнис, Я - Вей ветерок! - I. Raisin: Fújj, szellő!;1948
78;4657;A pesti Izraelita Hitközség leánygimnáziumának és ipari leányközépiskolájának évkönyve az 1939-1940. iskolai évről;Budapest, 1940
78;4658;James Bentley: A Guide to Tuscany;Penguin Books, 1987
78;4659;Épületipari műszaki iránynormák. 8. Épületgépészet;ÉTK, 1997
78;4660;I. Bitskey et. L. Imre: Értékek kontextuda és kontextusok értéke 19. századi irodalmunkban;Debrecen, 2000
78;4661;Groff Conklin: 7 trips through time and space;Coronet Books, 1972
78;4662;Irodalomtörténet 1971/3;Akadémiai Kiadó, 1971
78;4663;Edward A. Smith: Complexity, Networking, & Effects-Based Approaches to Operations;London, 2006
78;4664;Charles H. Gibbs-Smith: A Directory and Nomenclature of the First Aeroplanes 1809 to 1909;London, 1966
78;4665;A. I. Markusevics: Matematika - Tankönyv a középiskolák 4. osztály számára;Kijev, 1976
78;4666;Senkewitsch Senkewitsch: Mit dem Papyrusboot über den Atlantik (A Papirusz hajóval az Atlanti-óceánon át);Brockhaus, 1973
78;4667;A kis- és középvállalkozások helyzete 2008;Budapest, 2009
78;4668;Tom Shone: Blockbuster. How the Jaws and Jedi Generation Turnd Hollywood into a Boom-Town;London, 2004
78;4669;Számtan tankönyv a IV. osztály számára;Bucuresti, 1971
78;4670;J. P. Jacobsen: Niels Lyhne;Reclam Verlag, 1902
78;4671;Irodalomtörténet 1980/1;Akadémiai Kiadó, 1980
78;4672;Irodalomtörténet 1975/1;Akadémiai Kiadó, 1975
78;4673;J. Barta: Studia Litteraria Tomus XVIII.;Debrecen, 1980
78;4674;John Suchet: The Last Master - Volume one of a fictional biography of Ludwig Van Beethoven;LITTLE BROWN AND COMPANY, 1996
78;4675;Kirsten Hüster: Yoga 2 - Body plan;München, 2013
78;4676;T. Pelikán Krizsó: Saverny Robert vagy a keresztény nyugat keleten - Regény a keresztes hadak idejéből;Szerzői kiadás - Hangvető, 1896
78;4677;Helen Hadkins, Samantha Lewis, Joanna Budden: Interactive Level 4 Student's Book with Online Content;Cambridge University Press, 2010
78;4678;Valóság 75/5;Budapest, 1975
78;4679;Tiszatáj 1977. jún. 31 évf. 6 szám;Nincs feltüntetve, 1977
78;4680;Tananyag a pneumatikus és hidropneumatikus rendszerek és gépek c. továbbképzési tanfolyam ismeretanyagához;1974
79;4681;Tíz év tíz új tagországgal a változó Európai Unióban;Budapest
79;4682;A guide to U.S.A. - The Visitor's Companion (angol- kínai társalgási könyv);
79;4683;Kelet-Európa tanulmányok I. szám;Budapest, 2007
79;4684;Prokofjev: Péter és a Farkas - Петя и волк;1964
79;4685;Judy West: Bravo! 4 Pupil's Book;Heinemann, 1994
79;4686;"Hans Zeier: Psychologie des 20. Jahrhunderts Lernen und Verhalten ; Band 1 u. 2 - 20. századi pszichológia / Tanulás és viselkedés két kötetben, német nyelven";
79;4687;Steiner Gerhard: Kindlers Psychologie des 20. Jahrhunderts - Entwicklungspsychologie Band 1+2 (Kindler pszichológiája a 20. században - Fejlődési pszichológia német nyelven, két kötetben);
79;4688;Condrau, Gion: Psychologie der Kultur. Band 1: Transzendenz und Religion. Band 2: Imagination (A kultúra pszichológiája. 1. kötet: Transzcendencia és vallás. 2. kötet: Képzelet);
79;4689;Walter Spiel: Psychologie der erziehung Band 1 - Hilfe bei Entwicklungsstörungen (Az oktatás pszichológiája - Segítség a fejlődési rendellenességekben);
79;4690;Dr. Berde Károly: Adatok Nagyenyed szellemi néprajzához az 1870-1920-as évekből II./1 és II./2 kötet;Gróf Klebensberg Kuno Alapítv., 1997
79;4691;Ethnographia - a Magyar Néprajzi Társaság folyóirata LXIX. évfolyam 4. szám;Budapest, 1958
79;4692;Dunatáj III. évfolyam 3. szám;Budapest, 1979
79;4693;Dunatáj II. évfolyam 2. szám;Budapest, 1979
79;4694;Andrew M. Greeley: Happy Are the Peace Makers (A Blackie Ryan novel) - Saját képekkel;Jove Books, 1993
79;4695;Fejérvári Ferencné: Segédanyag a nyolcosztályos gimnáziumok fizika tanításához I. kötet;Béke És Igazság Alapítvány
79;4696;Magyar tudományosság a környező országokban;Budapest, 1993
79;4697;Szociológia - Az MTA szociológiai bizottságának folyóirata 1972/3;Budapest, 1972
79;4698;John J. Nance: Pandora's Clock;Doubleday, 1995
79;4699;Gondozás 1989. I. évf. 4. szám;Oikosz Alapítvány, 1989
79;4700;Szociológia - Az MTA szociológiai bizottságának folyóirata 1988/3;Budapest, 1988
79;4701;Evangelisches Kirchen Lexikon I-IV - Gyönyörű példány!!!!;Göttingen, 1961
79;4702;Gereben Áron: A bankközi forintpiac Magyarországon (az 1998 szeptembere és 1999 márciusa közötti időszak néhány tanulsága) /MNB Műhelytanulmányok/ - Saját képekkel;MNB Titkársága, 1999
79;4703;Volt 1974/6;Budapest, 1974
79;4704;Nagyvilág 1973/1;Budapest, 1973
79;4705;Nagyvilág 1990/4;Budapest, 1990
79;4706;Nagyvilág 1972/3;Budapest, 1972
79;4707;Nagyvilág 1980/8;Budapest, 1980
79;4708;Magyar tudomány 1957. 9-10. szám;Akadémiai Kiadó, 1957
79;4709;Irodalomtörténet 1978/2;Akadémiai Kiadó, 1978
79;4710;Wiczián Dezső: A korzsakok kérdése az egyháztörténelemben - Különlenyomat;Pécs, 1944
79;4711;Fábián Imre: Sántha Károly - A költő pap 1840-1928;Luther-Társaság, 1931
79;4712;Hogyan vezzesem a vasárnapi iskolát?;Győr, 1948
79;4713;B. Szabó Zoltán: Báritalok készítése és felszolgálása;
79;4714;Filozófia I. - Orvostudományi egyetemek - Egységes jegyzet;Budapest, 1976
79;4715;Sborník k stopadesátému výročí zveřejnění vynálezu litografie 1798-1948;Prága, 1948
79;4716;8 db ifjúsági ismeretterjesztő könyv:Balázs A.:Ilyen vagyok kívül-belül+Vágó-Horváth:Emberszabásúak+Greé:Rovarlesen+Akimuskin:Az állatok világa+Prisvin:Az erdő emeletei+Bársony:Lármás vizek+Stöcker:Sünök a kertben+Elias-Prockat:Felfed.úton a természetben;
79;4717;Matematika a középiskolák II. osztálya számára;Budapest, 1986
79;4718;Henry G. Aubrey: The Dollar in World Affairs - An Essay in International Financial Policy;Frederick A. Praeger, 1964
79;4719;Cathjerine Cookson: 2 db Cathjerine Cookson könyv:The Obsession,Kate Hannigan's Girl;Corgi Books, 2008
79;4720;Joseph S. Pulver Sr.: Blood Will Have Its Season;2009
79;4721;Georg Ebers: Uarda I-II.;
79;4722;Kortárs 4 XVII. 1973. április;Budapest, 1973
79;4723;Kortárs 6. XXVI. évfolyam 1982. június;Budapest, 1982
79;4724;Nagyvilág 1985/4;Budapest, 1985
79;4725;Építésügyi Minisztérium: Építőipari költségszámítási normák 1. kötet: Földmunkák - Saját képekkel;Közgazdasági és Jogi Könyvkiadó, 1958
79;4726;Csillag Jánosné - Károlyi Lászlóné - Nagy Sándorné: Gyakorlatok a német prepozíciók használatához;1999
79;4727;M. Fóti Katalin (szerk.): Világtükör lányok-asszonyok;KOSSUTH KÖNYVKIADÓ, 1966
79;4728;Eperjessy Ernő: A II. Békéscsabai Nemzetközi Néprajzi Nemzetiségkutató konferencia előadása 1. (1980. szeptember 30-október 2.);Budapest, 1987
79;4729;Néprajzi hírek - A Magyar Néprajzi Társaság Tájékoztatója I. évfolyam 3-4. szám;Budapest, 1972
79;4730;Néprajzi hírek - A Magyar Néprajzi Társaság Tájékoztatója II. évfolyam 3-4. szám;Budapest, 1973
79;4731;Ethnographia - a Magyar Néprajzi Társaság folyóirata LXXIII. évfolyam, 4. szám 1962;Budapest, 1962
79;4732;Jake Black Steve E. Gordon: Green Lantern: Hal Jordan ou le destin d'un super héros;2011
79;4733;Richard O'Neill: Ancient Times - A Journey from the dawn of history to the glory of Rome;Crescent Books, 1992
79;4734;Hans Schlagintweit Helene K. Forstner: Kunstgeschichte - Művészettörténet német nyelven;Basel, 2003
79;4735;ismeretlen: A budapesti református egyház évkönyve az 1913-ik évről pesti oldal kimutatással az 1914-ig évre előírt egyházi adó és közalap-járulékról;Budapest, 1914
79;4736;Kevin Jennings: Always My Child - A parent's guide to understaning your gay, lesbian, bisexual, transgendered or questioning son or daughter;Fireside Book, 2003
79;4737;A Budapesti Közgazdaságtudományi és Államigazgatási Egyetem Levéltárának Kiadványai 8. - Dokumentumok a Budapesti Közgazdaságtudományi Egyetem Történetéből 1920-1934;Budapest, 2003
79;4738;Bálint-Selmeczi-Wallenstein: Gépelemek I. rész (Ipari technikumok számára - XI. kiadás) - Saját képekkel;Műszaki Könyvkiadó, 1970
79;4739;Létopis Jahresschrift des Instituts für Sorbische Volksforschung Reihe C - Volkskunde Nr.9 1966;Nincs feltüntetve, 1966
79;4740;V. E. Cosslett: The Electron Microscope;Sigma Publishing, 1957
80;4741;Orbók Attila: A magas iskola I-II.;
80;4742;Honismeret - I. Országos Honismereti Tanácskozása;Kalocsa, 1967
80;4743;Honismeret - A Honismereti Szakkörvezetők tájékoztatója 4. füzet;Hazafias Népfront, 1963
80;4744;Index ethnographicus 1958. december III. évf. 2. sz.;Budapest, 1958
80;4745;P. Kiss Barnabás - P. Ligeti Angelus (szerk.): A Katolikus Magyarok Vasárnapja évkönyve 1991 - saját képpel;Nincs feltüntetve, 1991
80;4746;ismeretlen: Művészettörténeti értesítő 1967. XVI. évf. 1. szám;1967
80;4747;Miroslav Kutanjac: Sailing for small craft directions - Volume 1;Mladinska Knjiga, 1989
80;4748;Tomas Espedal: English 365, Personal Study Book 3: For Work and Life [With CDROM];Cambridge University Press, 2009
80;4749;150 éves a színház épülete;
80;4750;Dennis Michael McInerney: Publishing Your Psychology Research: A Guide to Writing for Journals in Psychology and Related Fields - Útmutató folyóiratok írásához a pszichológiában és a kapcsolódó területeken;SAGE Publications, 2001
80;4751;dr. Vázsonyi Endre: A tanácsköztársaság harmincadik évfordulója;Irodalmi És Művészeti Intézet
80;4752;Rebecca B. Marcus: Survivors of the Stone Age;Hastings House Publishers, 1976
80;4753;Nagyvilág 1978/2;Budapest, 1978
80;4754;Helikon - Világirodalmi figyelő 1965/2;Budapest, 1965
80;4755;Foki Ibolya: Zalaegerszeg 1850-1860 - Zalaegerszegi füzetek 6.;Zalaegerszeg, 2000
80;4756;A gyermek szakkörök esztétikai nevelési feladatai;Népművelési Intézet, 1961
80;4757;Szabad Művészet - III. évf. 6. sz. (1949. június);1949
80;4758;Szabad Művészet - II. évf. 9. sz. (1948. szeptember);1948
80;4759;Kerpely Antal: Vaskohászat elméleti és gyakorlati kézikönyve 1873 (2. kötet);nincs megadva, 1873
80;4760;Szalóky Sándor (dedikált): Püspökvám a Rábánál;nincs megadva, 1974
80;4761;Székely Magda (szerk): Fölszállott a páva... Szavalókönyv, Raszler Károly rajzaival - Saját képekkel;Móra Ferenc Könyvkiadó, 1961
80;4762;Ifj. Gyenes Antal: A mezőgazdasági termelőszövetkezetek társadalmi-gazdasági környezete;"""Kézjegy""TTK, 1984"
80;4763;Donald O. Pederson, Kartikeya Mayaram: Analog Integrated Circuits for Communication (Principles, Simulation and Design) - Saját képpel;Kluwer Academic Publishers, 1998
80;4764;Paula Guzzetti: A Family Called Brontë;Macmillan, 1994
80;4765;Aexandre Dumas: Bragelonne Vicomte I-VIII, XI-XIV.-A menyasszonyi ruha (A IX-X., XV kötet hiányzik!!!);Gutenberg Kiadó
80;4766;Tóth Zoltán Zoka: Nem a nap kel fel...;2016
80;4767;David W. Chang: Clinical Application of Mechanical Ventilation;Nincs feltüntetve, 2001
80;4768;Joan Lowery Nixon Bruce Degen (illustrate): If you were a writer;Aladdin Books Ltd., 1995
80;4769;John J. Floherty: Five Alarm - The Story of Fire Fighting (A tűzoltás története);New York, 1949
80;4770;Endrei László: A klémiai analízis súlyszerinti módszerei I.;Akadémiai Kiadó, 1960
80;4771;Jane Oliver: Janine a szenvedélyes szerelem (Afőnöknő is tud...);"""Am Umedina"" Kft., 1993"
80;4772;Helen Simpson: Hey Yeah Right Get A Life;Vintage Books, 2001
80;4773;"Balázsfalvi Gusztávné: A ""Beccaria"" középiskolai bűnmegelőzési nevelési-oktatási program";Miskolc, 2004
80;4774;Jerome K. Jerome: Regényjegyzetek I-II.;Légrády Testvérek
80;4775;Mohamed Mejdoubi (szerk.) Souleymane Sakho (szerk.) Isabel Gautray (grafika) Eric Bénéteau Gaston Chaissac Bernard Coutant Marie-France Jardat Laurent Danchin Martine Lusardy: Aux Frontières de l'Art Brut 2 - Dedikált;Paris, 2001
80;4776;Harry B. Franklin Herbert G. Meikle Jeris E. Strain: Vocabulary in Context;1973
80;4777;Bátori Tibor: Dohányipari gépek I.;Mezőgazdasági Kiadó, 1984
80;4778;Bircher Erzsébet (szerk.) Braunné Wagner Roberta (szerk.) Aczél Eszter Benke István Békési Éva Celi András Csupor István Fekete Zsolt Hadobás Sándor Horváth József Kiss Erika Kovács Istvánné Millisits Máté Petró Dávid Radnóti Klára: 50 év + 50 tárgy. 1957 – 2007. Kiállítások a Központi Bányászati Múzeum megnyitásának 50. évfordulójára;Központi Bányászati Múzeum, 2007
80;4779;Reader’s Digest Condensed Books Dunkirk To Alamein – Steinbeck: The Winter of our Discontent – Jim Bishop: The Day Lincoln was shot – Arthur C. Clarke: A Fall of Moondust;Reader's Digest Association
80;4780;Susan M. Neider: Some Like It Hot!;Nincs feltüntetve, 2009
80;4781;Poznanski, Ladislaw: Kampf, Tod, Andenken 1939-1945. Zum 20. Jahrestag d. Aufstandes im Warschauer Getto 1943-1963.;Warszawa, 1963
80;4782;Walkó Géza: Édesipari gépek I-II.;Budapest, 2007
80;4783;6 db kortárs regény: Walsh:Múlik az idő+Belva Plain:Édenkert lángokban+Kesey:Hajósének+Zintgraff-Vukoovic:Az ezeregyéjszaka asszonya+Ufkir-Fitoussi:A hercegnők útja+Semprun:De szép vasárnap!;
80;4784;Schneider Izabella: A gyöngyház színe - Versek;Budapest, 1990
80;4785;Anja Llorella (ed.) Oriol: Luxury Toys (5 nyelvű: Angol-Német-Francia-Spanyol-Olasz);TeNeues, 2004
80;4786;Dr. Hegedűs Gyula (szerk.): Közlekedési Közlöny 1966 22. évf. (A Központi Szállítási Tanács és a Közlekedési Vállalatok hivatalos lapja);Lapkiadó Vállalat, 1966
80;4787;Stanley G. Browne: Heralds of Health;London
80;4788;Méray-Horváth K.: Amerika Cézárja;Tolnai Nyomdai Műintézet
80;4789;Blaskó Béla: A Magyar Köztársaság Alkotmánybíróságának fontosabb, büntető anyagi jogot érintő határozatai;Rejtjel Kiadó, 2000
80;4790;Eugene S. Rawls: Yoga for Beauty and Health;Warner Communications Company, 1967
80;4791;Leonce Peillard: Geschichte des U-Bootkrieges 1939-1945;Verlag Buch Und Welt, 1970
80;4792;Dr. G. A. Schraven: Abrechnungswesen für die Arzthelferin;Magánkiadás, 1984
80;4793;Dias-Gonsales M. A: Uchebnyi dari-russkii slovar dlia izuchaiushchikh russkii iazyk: 2,600 slov : s prilozheniem grammaticheskikh tablits russkogo iazyka (Russian Edition);Moszkva, 1988
80;4794;Dr. Kerekes Lajos: Növényvédelem XVII. évfolyam 2. szám - 1941. február 15.;Stephaneum Nyomda, 1941
80;4795;Valentin N. Volosinov: Marxismus und Sprachphilosophie;Ullstein, 1975
80;4796;Béatriz Job: Mosaique 1 Cahier D exercices;CLE International, 2001
80;4797;Jósika Miklós: A csehek Magyarországban I.;AZ Est lapkiadó és a Pesti Na.
80;4798;Kogelfranz, S.-Korte, W.A.: Quedlinburg-Texas und Zurück;Knaur, 1996
80;4799;Mary Stewart: The Moonspinners (OBW 4);Oxford University Press, 2001
80;4800;Fodor Oszkár-féle: Magyar közgazdasági kompasz XXIX. évfolyam 1947/1948 I.;nincs megadva, 1948
81;4801;Gyenes Csilla Győrfi Istvánné: A természet csodái tankönyv 6. osztály;Dinasztia Kiadó, 2004
81;4802;Raátz Judit dr.: Nyelvi-kommunikációs tankönyv a szakiskolák 10. osztálya számára;Nemzeti Tankönyvkiadó
81;4803;Kate Wilhelm: A flush of shadows;Fawcett Crest books, 1996
81;4804;LaHaye, T.-Jenkins, J.B.: Left behind;Tyndale House Publishers, 1995
81;4805;Kapoli Károly-Sarkady János: A világirodalom története (ókor, középkor, reneszánsz);Black & White Kiadó, 1998
81;4806;Berczeli A(nzelm) Károly: Előjáték;Magvető Könyvkiadó, 1978
81;4807;Kovács Ida (szerk.): Ment-e a könyvek által a világ elébb?;Petőfi Irodalmi Múzeum, 2001
81;4808;Zs. Szarvas A. Paládi-Kovács: Village and town;Budapest, 1987
81;4809;Deirdre Howard-Williams: Prospects Intermediate Workbook MM-999/3-4;Macmillan, 2004
81;4810;Mihalkovics Géza: A központi idegrendszer és az érzékszervek morfologiája;Franklin-Társulat
81;4811;Nagy Lajos: Fő az illúzió-A tanítvány;Szépirodalmi Könyvkiadó, 1982
81;4812;Feuillet Oktáv: Művészbecsület (I-II. egybekötve);Singer és Wolfner
81;4813;Bolt- Whiting Livings: New english dramatists 6;Penguin Books, 1963
81;4814;Timirjazev K.A.: Történelmi szemlélet a biológiában;Szikra, 1949
81;4815;nincs megadva: A boldogabb családokért;Magyar Katolikus Püspöki Konf., 1999
81;4816;Wilhelm Altmann: Richard Wagners briefwechsel mit seinen verlegern I-II. - 1911-es;Druck und Verlag
81;4817;Elemer István: A történelem orgonáján isten játszik;Új Ember Kiadó, 1995
81;4818;Somlyó György: A költészet évadai;Magvető Kiadó, 1963
81;4819;William R. Corliss: Space Radiation;1968
81;4820;Fülep Lajos (főszerk): Művészettörténeti Értesítő-1961 (X. évf., 1. szám);Akadémiai Kiadó, 1961
81;4821;Dr. Dobos Gyula (szerk): Tanulmányok (Tolna Megyei Levéltári Füzetek 3.);Tolna Megyei Önkormányzat Levéltára, 1992
81;4822;Szentiványi Kálmán: A félszárnyú madár. Regény. (dedikált) - Dedikált!;Kozmosz Könyvek, 1974
81;4823;McNaught, J., Cates, K., Kane, A., O'Brien, J., De: A gift of love;Pocket Books, 1995
81;4824;Hugh Wallpole: A vak ember háza A háború kihajol az ég peremén;Singer és Wolfner
81;4825;Broughton Geoffrey: Succes with English Coursebook 2;Penguin Books
81;4826;Törvények és rendletek hivatalos gyűjteménye 1996. (I-V.);Magyar Hivatalos Közlönykiadó, 1996
81;4827;Bulkin, E.- Pratt, M.B.- Smith, B.: Yours in Struggle;Long Haul Press, 1984
81;4828;Kristine Rolofson: A man for Maggie Moore;Mills & Boon, 2001
81;4829;B. Egey Klára (szerkesztette): Filmek könyve (Hetvenegy világhírű filmről);Magvető Könyvkiadó, 1967
81;4830;John R. Maxim: Mosaic;Avon Books, 2000
81;4831;Nagy Péter (főszerk.): Irodalomtörténet 1992 / 2;Argumentum, 1992
81;4832;Murányi Miklós: A társadalmi tudat/Struktúrafunkció;Kossuth Kiadó, 1980
81;4833;G. E. Speck: A Compact Science Dictionary;Pan Books, 1967
81;4834;Ludlum, R.-Shelby, P.: Robert Ludlum's The Cassandra compact;BCA, 2001
81;4835;Alfred Hitchcock: Histoires á ne pas lire la Nuit;Laffont, 1963
81;4836;R. Gairns S. Redman: True To Life - Intermediate (Personal Study Workbook);Cambridge University Press, 2001
81;4837;Makó Csaba: A taylorizmustól a munkaszervezeti reformokig;Akadémiai Kiadó, 1985
81;4838;Diószegi A.-Lakits P. (szerk.): Szöveggyűjtemény a XX. század magyar irodalmából;
81;4839;Germanus-Latzkó: Schidlof gyak.-i módsz. világnyelvek.... Angol;nincs megadva
81;4840;Heinrich E. dr. Gintl: Galizisches petroleum und ozokerit;Selbstverlage Des Herausgebers, 1873
81;4841;Koncz Dezső: Mikor a csönd zenél;Egri Jogakadémiai Kör, 1926
81;4842;Xeravits (szerk.) Losonczi: Vita és párbeszéd: a monoteista hagyomány történeti perspektívában;L'Harmattan Kiadó, 2004
81;4843;K. Telepy: Landschaftsbilder in der Ungarischen Nationalgalerie;Corvina Verlag, 1973
81;4844;Zempléni P. Gyuláné: Judit néni iskolája;Singer és Wolfner
81;4845;Drexlerné Stanchich Ilona: Társadalmi viselkedéstan VI. - A serdülőkor - Veszélyes vizeken...;Magánkiadás, 2003
81;4846;Horváth György: PÉNZTÁRI ISMERETEK 39788/I-1;Műszaki Könyvkiadó, 2000
81;4847;Bartucz Lajos (szerk.): Az Alföldi Tudományos Intézet évkönyve I. 1944-1945.;Szeged, 1946
81;4848;Dr. Kárpáti László: A Magyar Madártani Egyesület Tudományos Ülése I. - Sopron, 1982;Erdészeti És Faipari Egyetem, 1983
81;4849;Streihammer Antal: A modern automobil szerkezete és kezelése;Németh József Műszaki Kvkiadó
81;4850;James Taylor Ken Wilson: Prospects Upper-Intermediate SB. MM-999/5;Macmillan, 2000
81;4851;Rab László: A magyarok között;Népszabadság Könyvek, 2005
81;4852;Walter Sorell: The Swiss-A Cultural Panorama of Switzerland;The Bobbs-Merrill Company, Inc, 1972
81;4853;Ács Jenő: A vértanú születése - újszerű!;Kráter Műhely Egyesület, 2000
81;4854;N. Horváth Péter: Mámor;Magánkiadás, 1994
81;4855;Brian M. (edit.) Foss: New horizons in psychology 1.;Penguin Books, 1967
81;4856;J.-M. Leprince de Beaumont: Die Schöne und das Biest;La Spiga, 2002
81;4857;F. H. Pritchard: Essays of To-Day (An Anthology);George G. Harrap & Co. Ltd., 1946
81;4858;Charles Dickens: The Personal History of David Copperfield I-III. - 1850-es;Leipzig
81;4859;Pam Brown: To a very special Mother;Exley, 1994
81;4860;Atti dell'Accademia di Scienze Lettere e Arti di Udine vol.X.;Arti Grafiche Friulane, 1973
82;4861;Tompáné Balogh Mária: Élő és élettelen környezetem - Élet a ház körül - Tankönyv 4.o.;Pauz-Westermann Kiadó, 1999
82;4862;Dr. Drábik László: Jogi alapismeretek a kereskedelemben és a vendéglátásban;KIT Képzőművészeti Kiadó, 2003
82;4863;Szerk.: Zoltán Hajdú: Regional Processes and Spatial Structures in Hungary in the 1990's;MTA Regionális Kutatások Közp., 1999
82;4864;Bayer József: A Nemzeti Játékszín története I-II.;Hornyánszky Viktor, 1887
82;4865;Rékosi Jenő: Aesopus-A szerelem iskolája;Franklin-Társulat
82;4866;Bret Harte: A millionaire of rough-and-ready;Bernhard Tauchnitz, 1888
82;4867;Jonathan Margolis: O: The Intimate History of The Orgasm;Random House, 2004
82;4868;Horváth Ágnes és Safit Marina (szerk.): A Pétervári Újak - Fiatal leningrádi képzőművészek;Műcsarnok, 1990
82;4869;BIRKÁS GÉZA: Mistral és a magyarok (Adalékok a Félibre-mozgalom történetéhez);Budapest, 1933
82;4870;Pietro C. Marani: Léonard de Vinci;Gallimard Éditions, 1996
82;4871;J. C. (editor) Trewin: Plays of the Year vol. 37. 1969;Elek book, 1970
82;4872;Szende Tamásné Debreceni Zs.: TECHNIKA 2000 6. OSZTÁLYOSOKNAK MK-0608101;Műszaki Könyvkiadó
82;4873;Horváth Tibor (szerk.): Magyar egyháztörténeti vázlatok 1991/3. kötet;Magyar Egyháztört. Encikl. Mun, 1992
82;4874;Dr.Aranyosi Zoltán: Felelőséggel a hazáért és az emberiségért;Országos Béketanács, 1984
82;4875;Joseph Nuttin: Psychoanalysis and Personality. A Dynamic Theory of Normal Personality;1962
82;4876;Aristophanes: Samtliche Komödien I-II.;Artemis Verlag, 1968
