year;page;title;average_score;votes;price;categories;author;publisher;cover_type;publication_year;num_pages;format;code
2019;6;De la 100 la 50 de kilograme: Vreau, pot, fac, pentru ca merit! - Irina Reisler;5;3;24.5;Diete;Irina Reisler;LIFESTYLE;Necartonata;2019;192;210 x 160 x 12 mm;LFS978-606-789-190-4
2019;6;Scrie si sterge. Invata cuvinte. Carte cu sunete;0;0;59.94;Carte Prescolara, Joc, Carti cu sunete;Autor Anonim;LITERA;Cartonata;2019;14;305 x 295 x 11 mm;LIT978-606-33-3830-4
2019;6;Acelasi suflet, mai multe trupuri - Dr. Brian Weiss;5;6;30;Dezvoltare Spirituala;Brian Weiss;FOR YOU;Necartonata;2019;272;200 x 130 x 17 mm;FOR978-606-639-269-3
2019;6;Disney. Prima mea enciclopedie. Caiet de activitati 3 ani;0;0;18.742;Atlase, enciclopedii copii;null;LITERA;Necartonata;2019;24;220 x 220 x 3 mm;LIT978-606-33-4354-4
2019;6;Ninja Kid - Anh Do, Jeremy Ley;5;8;26.175;Literatura Fantasy, Literatura Universala;Jeremy Ley, Anh Do;EPICA;Necartonata;2019;192;200 x 140 x 16 mm;EPC978-606-94748-2-2
2019;6;Cum sa iti imbunatatesti relatia de cuplu fara sa vorbesti despre asta - Patricia Love, Steven Stosny;5;2;28.35;Psihologie Practica, Psihologia relatiilor. Psihologia cuplului;Steven Stosny, Patricia Love;PSIHOBOOKS;Necartonata;2019;256;200 x 130 mm;PSB978-606-94774-1-0
2019;6;Limba si literatura romana cls 10 caiet - Mioara Coltea, Dorica Boltasu Nicolae;5;3;38.9;Culegeri Auxiliare;Mioara Coltea, Dorica Boltasu Nicolae;BOOKLET;Necartonata;2019;240;260 x 200 mm;BOO978-606-590-406-4
2019;6;Engleza rapida + CD Audio - Andreea Panait;5;1;18;Engleza;Andreea Panait;EDUARD;Necartonata;2019;352;200 x 130 x 16 mm;EDU978-606-571-675-9
2019;6;Jocuri logice si de antrenament 10 ani+;5;7;19;Atlase, enciclopedii copii;null;PARALELA 45;Necartonata;2019;96;230 x 170 x 6 mm;PAR978-973-47-2937-1
2019;6;Probleme de matematica - Clasa 9 - Consolidare - Lucian Dragomir, Adriana Dragomir, Ovidiu Badescu;4.5;2;34.2;Culegeri Auxiliare;Lucian Dragomir, Ovidiu Badescu, Adriana Dragomir;PARALELA 45;Necartonata;2019;288;240 x 170 x 14 mm;PAR978-973-47-2776-6
2019;6;Ghid de literatura romana - Clasele 5-8 - Mihaela-Elena Patrascu;4.7;6;12;Culegeri Auxiliare;Mihaela-Elena Patrascu, Gabriela-Madalina Nitulescu;ARS LIBRI;Necartonata;2019;96;150 x 100 mm;ARS978-606-36-0825-4
2019;6;In cautarea inspiratiei - Ana Dragomir, Ionut Robert Olaru;5;3;12.5;Literatura Romana;Ana Dragomir, Ionut Robert Olaru;PANDORA;Necartonata;2019;48;280 x 220 x 6 mm;TRE978-606-978-221-7
2019;6;Te rog, multumesc, te iubesc! - Ioana Chicet-Macoveiciuc;4.9;27 de;39.9;Literatura Romana;Ioana Chicet-Macoveiciuc;DIDACTICA PUBLISHING HOUSE;Cartonata;2019;42;260 x 210 x 8 mm;DPH978-606-048-046-4
2019;6;Jurnalul unui bebelus - Daniel N. Stern;5;1;14.7;Educatie Psihologie;Daniel N. Stern;TREI;Necartonata;2019;176;200 x 130 x 15 mm;TRE978-606-400-613-4
2019;6;Spovedania unui preot ateu - Ion Aion;4;11;31.2;Memorii Jurnal;Ion Aion;CURTEA VECHE;Necartonata;2019;192;200 x 130 x 12 mm;CVE978-606-44-0318-6
2019;6;Cartea pentru barbati - Savatie Bastovoi;5;9;30;Carte Ortodoxa;Savatie Bastovoi;CATHISMA;Cartonata;2019;112;160 x 120 x 12 mm;CAH978-606-8272-35-1
2019;6;Admiterea la INM: Rationamentul logic Ed. 3 - Melentina Toma;0;0;92.07;Carte Juridica;Melentina Toma;UNIVERSUL JURIDIC;Necartonata;2019;590;200 x 130 x 28 mm;UJU978-606-39-0468-4
2019;6;Vremea dispretului. Seria Witcher Vol.4 - Andrzej Sapkowski;5;1;47.992;SF & Fantasy, Literatura poloneza, Literatura Universala, Romane Fantasy;Andrzej Sapkowski;NEMIRA;Necartonata;2019;328;200 x 130 x 19 mm;NEM978-606-43-0581-7
2019;6;Ghici cat de mult te iubesc - Sam McBratney;5;5;39;Literatura Universala;Sam Mcbratney;CARTEA COPIILOR;Cartonata;2019;32;180 x 150 mm;CCO978-606-8996-01-1
2019;6;Francais Exercices de Grammaire 1: Le Nom - Gina Belabed;5;5;36.9;Franceza;Gina Belabed;BOOKLET;Necartonata;2019;192;260 x 205 x 9 mm;BOO978-606-590-466-8
2019;6;Matematica - Clasa 6. Partea 2 - Fise de lucru diferentiate - Florin Antohe;5;4;25;Culegeri Auxiliare;Florin Antohe, Marius Antonescu, Gheorghe Iacovita;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;104;270 x 210 mm;CRE978-606-8982-27-4
2019;6;Despre moarte si a muri - Elisabeth Kubler-Ross;5;3;43;Dezvoltare Spirituala;Elisabeth Kubler-Ross;FOR YOU;Necartonata;2019;352;200 x 130 mm;FOR978-606-639-273-0
2019;6;Conni se cearta cu Iulia - Liane Schneider, Annette Steinhauer;3;1;16.055;Literatura Universala;Liane Schneider, Annette Steinhaue;CASA;Necartonata;2019;24;190 x 190 x 2 mm;CSA978-606787-091-6
2019;6;Deborah - Catalin Mihuleac;4;2;14.9;Literatura Romana;Catalin Mihuleac;HUMANITAS;Necartonata;2019;282;200 x 130 x 23 mm;HUM978-973-50-6583-6
2019;6;Legile Divine - Claudia Nita Donca;5;1;35;Dezvoltare Spirituala;Claudia Nita Donca;EDITURA CREATOR;Necartonata;2019;110;210 x 130 x 10 mm;LIB978-606-029-035-3
2019;6;Elibereaza-ma. Seria Atingerea lui Juliette Vol.2 - Tahereh Mafi;4.5;4;45.375;Literatura Universala, Carti pentru adolescenti, Young Adult, Romane distopice;Tahereh Mafi;LEDA;Necartonata;2019;528;200 x 130 x 29 mm;LED978-606-793-436-6
2019;6;Curs de pierdere in greutate - Marianne Williamson;5;3;48;Terapii Alternative;Marianne Williamson;ACT SI POLITON;Necartonata;2019;352;200 x 130 x 23 mm;APO978-606-913-475-7
2019;6;Activitati matematice 5-6 ani - Stefania Antonovici;5;2;14.992;Carte Prescolara, Joc;Stefania Antonovici;ARAMIS;Necartonata;2019;null;260 x 210 x 3 mm;ARA978-606-009-187-5
2019;6;Ho'oponopono - Bodin Nathalie;5;2;25;Dezvoltare Spirituala;Bodin Nathalie;FOR YOU;Necartonata;2019;144;200 x 130 x 8 mm;FOR978-606-639-311-9
2019;6;Darul sufletului tau - Schwartz Robert;4.7;3;28;Dezvoltare Spirituala;Schwartz Robert;FOR YOU;Necartonata;2019;243;200 x 130 x 14 mm;FOR978-606-639-312-6
2019;6;Orfani in Brooklyn - Jonathan Lethem;3.5;6;19;Literatura Universala;Jonathan Lethem;CORINT;Necartonata;2019;448;195 x 130 x 27 mm;COR978-606-793-714-5
2019;6;De stiut inainte sa devii parinte - Gary Chapman, Shannon Warden;5;1;29;Educatie Psihologie;Shannon Warden, Gary Chapman;CASA CARTII;Necartonata;2019;176;210 x 140 x 13 mm;CCA978-606-732-120-3
2019;6;Suntem indeajuns de inteligenti pentru a intelege inteligenta animalelor? - Frans de Waal;4.7;3;39.9;Genetica Biologie;Frans de Waal;HUMANITAS;Necartonata;2019;368;200 x 130 x 17 mm;HUM978-973-50-6410-5
2019;6;Anotimpuri. Autocolante ilustrative;0;0;15;Literatura Universala;null;BIBLION;Necartonata;2019;12;220 x 160 x 1 mm;BIB978-9975-148-16-0
2019;7;Despre psihanaliza - Sigmund Freud;5;1;39;Psihologie, psihanaliza, logica;Sigmund Freud;TREI;Necartonata;2019;272;200 x 130 x 18 mm;TRE978-606-400-696-7
2019;7;O istorie a evreilor - Paul Johnson;4.7;3;80.75;Istorie Universala, Despre Holocaust;Paul Johnson;HUMANITAS;Necartonata;2019;744;230 x 150 x 36 mm;HUM978-973-50-6408-2
2019;7;Teoria apropierii - Bogdan Raileanu;5;2;14.9;Literatura Romana;Bogdan Raileanu;HUMANITAS;Necartonata;2019;248;200 x 130 x 21 mm;HUM978-973-50-6611-6
2019;7;Pedagogia invatamantului primar si prescolar. Vol.1 - Ion-Ovidiu Panisoara, Marin Manolescu;3;1;84.55;Pedagogie Metodica;Ion-Ovidiu Panisoara, Marin Manolescu;POLIROM;Necartonata;2019;688;235 x 160 x 36 mm;POL978-973-46-7877-8
2019;7;Max merge la gradinita - Christian Tielmann, Sabine Kraushaar;5;5;16.055;Literatura Universala;Sabine Kraushaar, Christian Tielmann;DIDACTICA PUBLISHING HOUSE;Necartonata;2019;24;190 x 190 x 2 mm;DPH978-606-048-096-9
2019;7;Maria Tanase. O fantana pe un drum secetos - Simona Antonescu;4.9;7;26.955;Biografii;Simona Antonescu;POLIROM;Necartonata;2019;192;200 x 130 x 17 mm;POL978-973-46-7962-1
2019;7;Constitutia Romaniei. Declaratia universala a drepturilor omului. Conventia europeana a drepturilor omului;5;2;25;Legislatie;Autor Anonim;METEOR PRESS;Necartonata;2019;144;165 x 115 x 10 mm;MET978-973-728-869-1
2019;7;English for Kids - Clasa 4 - Caiet - Elena Sticlea;5;3;24.9;Culegeri Auxiliare;Elena Sticlea;BOOKLET;Necartonata;2019;80;290 x 200 mm;BOO978-606-590-500-9
2019;7;Carte de rugaciuni catre Sfantul Efrem cel Nou;5;2;10;Carte Ortodoxa;null;SOPHIA;Necartonata;2019;176;170 x 110 x 10 mm;SOP978-973-136-684-5
2019;7;O fata de moda veche - Louisa May Alcott;5;5;20;Carte Ortodoxa;Louisa May Alcott;SOPHIA;Necartonata;2019;368;200 x 130 x 23 mm;SOP978-973-136-689-0
2019;7;Constelatii familiale pentru cupluri - Bert Hellinger;4.7;6;38.4;Psihologie, psihanaliza, logica;Bert Hellinger;PHILOBIA;Necartonata;2019;312;200 x 130 x 18 mm;PHI978-606-8560-83-0
2019;7;Ketofast. Combina puterea postului intermitent cu dieta ketogenica - Dr. Joseph Mercola;5;2;30;Diete;Joseph Mercola;ATMAN;Necartonata;2019;233;200 x 130 x 16 mm;ATM978-606-8758-56-5
2019;7;Ultima cruciada - Simona Antonescu;4.3;3;35.955;Literatura Romana;Simona Antonescu;POLIROM;Necartonata;2019;304;200 x 130 x 14 mm;POL978-973-46-7924-9
2019;7;Firele nevazute ale energiei - Denise Linn;5;2;35;Dezvoltare Spirituala;Denise Linn;FOR YOU;Necartonata;2019;272;200 x 130 x 19 mm;FOR978-606-639-286-0
2019;7;Portalul magic 16: Cursa de care la olimpiada - Mary Pope Osborne;5;3;15.2;Literatura Universala;Mary Pope Osborne;PARALELA 45;Necartonata;2019;112;200 x 130 x 9 mm;PAR978-973-47-2970-8
2019;7;CIA, o istorie secreta - Tim Weiner;4.2;5;37.425;Istorie Universala;Tim Weiner;LITERA;Necartonata;2019;896;170 x 110 x 45 mm;LIT978-606-33-3648-5
2019;7;Portalul magic 2. Misiunile Merlin: Povestea castelului bantuit - Mary Pope Osborne;5;4;17.1;Literatura Universala;Mary Pope Osborne;PARALELA 45;Necartonata;2019;144;200 x 130 x 11 mm;PAR978-973-47-2942-5
2019;7;Povesti. Apasa si asculta. Volumul 7;5;2;85;Carti cu sunete, Practic Pentru Copii;null;DORINTA;Cartonata;2019;16;305 x 300 x 19 mm;DOR978-9975-314-96-1
2019;7;Primul lucru, dimineata - Osho;5;1;22.492;Dezvoltare Spirituala;Osho;LITERA;Necartonata;2019;288;200 x 130 x 23 mm;LIT978-606-33-3663-8
2019;7;Matematica - Clasa 5. Partea 2- Fise de lucru diferentiate - Florin Antohe;5;2;25;Culegeri Auxiliare;Florin Antohe, Marius Antonescu, Gheorghe Iacovita;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;96;270 x 210 mm;CRE978-606-8982-22-9
2019;7;Tratat de drept succesoral Vol.1: Mostenirea legala Ed.4 - Francisc Deak, Romeo Popescu;5;1;67;Carte Juridica;Francisc Deak, Romeo Popescu;UNIVERSUL JURIDIC;Necartonata;2019;304;200 x 140 x 14 mm;UJU978-606-39-0429-5
2019;7;Tratat de drept succesoral Vol.3: Transmisiunea si partajul mostenirii Ed.4 - Francisc Deak, Romeo Popescu;0;0;61;Carte Juridica;Francisc Deak, Romeo Popescu;UNIVERSUL JURIDIC;Necartonata;2019;248;200 x 140 x 12 mm;UJU978-606-39-0431-8
2019;7;Concert din muzica de Bach - Hortensia Papadat-Bengescu;4.8;5;47;Literatura Romana;Hortensia Papadat-Bengescu;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;288;210 x 130 x 15 mm;CRE978-606-9088-91-3
2019;7;Oameni normali - Sally Rooney;3.3;6;36.8;Literatura Universala, Romane de dragoste, Romane de dragoste, Carti romantice;Sally Rooney;CURTEA VECHE;Necartonata;2019;272;200 x 130 x 17 mm;CVE978-606-44-0316-2
2019;7;De mana, pe Camino - Ovidiu Dragos Argesanu;5;9;39.9;Parapsihologie;Ovidiu Dragos Argesanu;EAGLE;Cartonata;2019;336;210 x 140 x 23 mm;EAG978-606-8790-13-8
2019;7;Xanax - Liviu Iancu;4;10;22.5;Literatura Romana;Liviu Iancu;TREI;Necartonata;2019;504;200 x 130 x 27 mm;TRE978-606-40-0621-9
2019;7;Activitati matematice 3-4 ani - Stefania Antonovici;5;3;11.242;Carte Prescolara, Joc;Stefania Antonovici;ARAMIS;Necartonata;2019;32;260 x 210 x 2 mm;ARA978-606-009-141-7
2019;7;Limba si literatura romana. Eseuri. Pregatire pentru bacalaureat - Monica Cristina Anisie;3.5;2;28.875;Culegeri Auxiliare;Monica Cristina Anisie;CORINT;Necartonata;2019;176;240 x 170 x 8 mm;COR978-606-793-667-4
2019;7;Harta de perete a lumii. Harta Fizica + Harta Politica;4.8;8;29.48;Culegeri Auxiliare;null;CARTA ATLAS;Necartonata;2019;null;700 x 500 mm;CTT978-606-8911-29-8
2019;7;Rotatia culturilor in gradinile de legume - Blaise Leclerc;5;4;20;Plante Gradinarit;Blaise Leclerc, Jean-Jacques Raynal;MAST;Necartonata;2019;112;200 x 130 x 7 mm;MAS978-606-649-116-7
2019;7;Inainte sa se intunece - Eleftherios G. Eleftheriadis;5;2;10;Carte Ortodoxa;Eleftherios G. Eleftheriadis;EGUMENITA;Necartonata;2019;144;200 x 130 x 7 mm;EGU978-606-550-346-5
2019;7;Corpul nu uita - Myriam Brousse, Valerie Peronnet;4.7;9;36.8;Psihologie, psihanaliza, logica;Myriam Brousse, Valerie Peronnet;PHILOBIA;Necartonata;2019;192;200 x 130 x 11 mm;PHI978-606-8560-89-2
2019;7;Teste de inteligenta IQ 4 - Ken Russell, Philip Carter;0;0;35;Teste Psihometrice;Ken Russell, Philip Carter;METEOR PRESS;Necartonata;2019;160;200 x 130 x 10;MET978-973-7288-43-1
2019;7;Matematica de excelenta - Clasa 12 - Vol.2: Analiza matematica pentru concursuri, olimpiade si centre de excelenta;5;1;19.95;Culegeri Auxiliare;"Gheorghe Boroica; Nicolae Musuroia";PARALELA 45;Necartonata;2019;192;240 x 170 x 9 mm;PAR978-973-47-2451-2
2019;7;Deschiderea portii dragonului - Chen Kaiguo, Zheng Shunchao;5;4;29.4;Dezvoltare Spirituala;Chen Kaiguo, Zheng Shunchao;HERALD;Necartonata;2019;416;200 x 130 x 25 mm;HER978-973-111-746-1
2019;7;Demonul - Mihail Lermontov;5;2;34;Literatura rusa, Poezie;Mihail Lermontov;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;108;225 x 140 x 6 mm;CRE978-606-9088-36-4
2019;8;Copiii Dunei. Seria Dune. Vol. 3 - Frank Herbert;5;1;55.992;Literatura americana, Literatura Universala, SF & Fantasy, Romane SF;Frank Herbert;NEMIRA;Necartonata;2019;528;200 x 130 x 28 mm;NEM978-606-43-0525-1
2019;8;Cele mai frumoase poezii pentru copii - Tony Wolf, Aurora Georgescu;4.8;5;29.992;Poezii, Literatura Universala;Tony Wolf, Aurora Georgescu;LITERA;Necartonata;2019;null;260 x 210 x 4 mm;LIT978-606-33-3722-2
2019;8;Miliardar din intamplare - Tom McLaughlin;5;2;29.992;Literatura Universala;Tom Mclaughlin;ARAMIS;Cartonata;2019;240;210 x 140 x 17 mm;ARA978-606-009-180-6
2019;8;Latitudine zero - Mike Horn;0;0;14.25;Memorii Jurnal;Mike Horn;POLIROM;Necartonata;2019;296;200 x 140 x 20 mm;POL978-973-46-8005-4
2019;8;Carte cu sunete: Biblia pentru cei mici;4.9;9;85;Practic Pentru Copii;null;DORINTA;Cartonata;2019;16;310 x 300 x 20 mm;DOR978-9975-143-62-2
2019;8;Casuta din prerie. Seria Casuta din prerie Vol.3 - Laura Ingalls Wilder;0;0;42;Literatura Universala;Laura Ingalls Wilder;ANACRONIC;Necartonata;2019;352;200 x 130 x 20;ANC978-606-94392-6-5
2019;8;Magia iernii. 10 povesti de Craciun cu animalute;5;2;14.995;Literatura Universala;null;LITERA;Necartonata;2019;192;200 x 130 x 16 mm;LIT978-606-33-4255-4
2019;8;Conni primeste bani de buzunar - Liane Schneider, Annette Steinhauer;0;0;14.155;Literatura Universala;Liane Schneider, Annette Steinhauer;CASA;Necartonata;2019;24;190 x 190 x 2 mm;CSA978-606-787-094-7
2019;8;Baiatul pierdut - M.J. Arlidge;4.5;12;24.5;Carti politiste, Literatura Universala, Carti thriller;M.J. Arlidge;TREI;Necartonata;2019;368;200 x 130 mm;TRE978-606-40-0579-3
2019;8;Gandesc prea mult - Christel Petitcollin;5;2;32;Psihologie Practica;Christel Petitcollin;PHILOBIA;Necartonata;2019;216;200 x 130 x 12 mm;PHI978-606-8560-82-3
2019;8;Bacalaureat. Sociologie - Cecilia Ionescu;4.8;4;28.5;Culegeri Auxiliare;Cecilia Ionescu;PARALELA 45;Necartonata;2019;144;235 x 165 x 7 mm;PAR978-973-47-2984-5
2019;8;Legaturi pierdute. Cauze reale ale depresiei si solutii surprinzatoare - Johann Hari;4.9;12;69;Psihologia relatiilor. Psihologia cuplului, Psihologie Practica;Johann Hari;TREI;Necartonata;2019;328;230 x 150 mm;TRE978-606-40-0575-5
2019;8;Jocuri didactice, ghicitori, rebusuri si poezii matematice - Clasele 1-4 - Camelia Romanescu;5;3;25;Culegeri Auxiliare;Camelia Romanescu;ROVIMED;Necartonata;2019;116;240 x 170 mm;ROV978-606-583-802-4
2019;8;Istoria albinelor - Maja Lunde;4.7;21 de;42.75;Literatura Universala;Maja Lunde;HUMANITAS;Necartonata;2019;384;200 x 130 x 20 mm;HUM978-606-779-481-6
2019;8;Unde este Turnul Eiffel? - Dina Anastasio;5;4;9.5;Atlase, enciclopedii copii, Cultura Generala;Dina Anastasio;PANDORA;Necartonata;2019;112;200 x 130 x 10 mm;PAN978-606-978-243-9
2019;8;Findus se muta - Sven Nordqvist;5;24 de;35;Literatura Universala;Sven Nordqvist;PANDORA;Necartonata;2019;28;300 x 210 x 2 mm;PAN978-606-978-277-4
2019;8;Carte de bucate de la Manastirea Cutlumus din Muntele Athos - Ieromonahul Filotheos;5;1;35;Bucatarie;Ieromonahul Filotheos;SOPHIA;Necartonata;2019;232;220 x 170 x 13 mm;SOP978-973-136-691-3
2019;8;Asteptarea lui Dumnezeu. Despre boala, suferinta si moarte - Emilianos Simonopetritul;0;0;25;Carte Ortodoxa;Emilianos Simonopetritul;EDITURA SFANTULUI NECTARIE;Necartonata;2019;282;200 x 130 x 16 mm;SFN978-606-8840-13-0
2019;8;Cunoasterea si fluxurile de constiinta cuantica - Niculina Gheorghita;0;0;60;Dezvoltare Spirituala;Niculina Gheorghita;PIM;Necartonata;2019;130;200 x 130 x 8 mm;PIM978-606-13-5050-6
2019;8;Ghidul sexualitatii iluminatoare. Invata sa traiesti extazul amoros - David Deida;0;0;27.55;Dezvoltare Spirituala;David Deida;MIX;Necartonata;2019;null;200 x 130 mm;MIX978-606-8460-84-0
2019;8;Sangele elfilor. Seria Witcher Vol.3 - Andrzej Sapkowski;0;0;47.992;Literatura Universala, SF & Fantasy, Literatura poloneza, Romane Fantasy;Andrzej Sapkowski;NEMIRA;Necartonata;2019;312;200 x 130 x 17 mm;NEM978-606-43-0580-0
2019;8;Dictionar de cuvinte, expresii, citate celebre - I. Berg;0;0;39.9;Cultura Generala;I. Berg;SAECULUM I.O.;Necartonata;2019;368;200 x 130 x 16 mm;SEC978-973-642-403-8
2019;8;Super food pentru toata familia - Jamie Oliver;4.8;4;92;Bucatarie;Jamie Oliver;CURTEA VECHE;Cartonata;2019;290;260 x 200 x 27 mm;CVE978-606-44-0217-2
2019;8;Sindromul Stavroghin - Alina Pavelescu;0;0;14.9;Literatura Romana;Alina Pavelescu;HUMANITAS;Necartonata;2019;196;200 x 130 mm;HUM978-973-50-6382-5
2019;8;Cine a pus piper in mare? - Carmen Tiderle;4.2;10;27.2;Literatura Romana;Carmen Tiderle;HUMANITAS;Necartonata;2019;112;220 x 220 x 8 mm;HUM978-973-50-6419-8
2019;8;Cum sa invingi grijile si stresul - Dale Carnegie;4.8;12;23.994;Psihologie Practica;Dale Carnegie;LITERA;Necartonata;2019;176;200 x 130 x 14 mm;LIT978-606-33-3540-2
2019;8;Ordinea timpului - Carlo Rovelli;5;1;27.55;Stiinta si filosofie;Carlo Rovelli;HUMANITAS;Necartonata;2019;184;200 x 130 x 10 mm;HUM978-973-50-6352-8
2019;8;Matematica. Exersam cu Robik - Clasa 1 - Caiet - Aurelia Arghirescu, Florica Ancuta;5;1;25;Culegeri Auxiliare;Aurelia Arghirescu, Florica Ancuta;CARMINIS;Necartonata;2019;104;260 x 205 x 5 mm;CAM978-973-123-383-3
2019;8;Nasterea cetateniei democratice - Maria Bucur, Mhaela Miroiu;4;2;14.9;Istoria Romanilor;Mhaela Miroiu, Maria Bucur;HUMANITAS;Necartonata;2019;332;200 x 130 x 27 mm;HUM978-973-50-6615-4
2019;8;Franklin si surioara lui mai mica - Paulette Bourgeois, Brenda Clark;4.5;2;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;32;210 x 190 x 4 mm;KAT978-606-94733-0-6
2019;8;De la cearta la dialog - John M. Gottman, Julie Schwartz Gottman, Joan DeClaire;5;1;45;Psihologia relatiilor. Psihologia cuplului;Joan Declaire, John M. Gottman, Julie Schwartz Gottman;PAGINA DE PSIHOLOGIE;Necartonata;2019;304;195 x 130 x 18 mm;PDP978-606-94680-8-1
2019;8;Max spune stop! - Christian Tielmann, Sabine Kraushaar;4.5;6;16.055;Literatura Universala;Christian Tielmann, Sabine Kraushaar;DIDACTICA PUBLISHING HOUSE;Necartonata;2019;24;190 x 190 x 2 mm;DPH978-606-048-097-6
2019;8;Conni merge la scoala - Liane Schneider, Eva Wenzel-Burger;4.7;3;16.055;Literatura Universala;Liane Schneider, Eva Wenzel-Burger;CASA;Necartonata;2019;24;190 x 190 x 2 mm;CSA978-606-787-092-3
2019;8;Radiografia unei marsavii judiciare - Traian Berbeceanu;4.7;7;44;Memorii Jurnal;Traian Berbeceanu;CURTEA VECHE;Necartonata;2019;424;200 x 130 x 27 mm;CVE978-606-44-0357-5
2019;8;Emotii date pe fata - Paul Ekman;5;1;49;Psihologie, psihanaliza, logica;Paul Ekman;TREI;Necartonata;2019;352;200 x 130 x 25 mm;TREI978-606-40-0676-
2019;8;Frica. Trump la Casa Alba - Bob Woodward;4;1;44.925;Politica;Bob Woodward;LITERA;Necartonata;2019;448;200 x 140 mm;LIT978-606-3334-76-4
2019;8;Arta razboiului. Roman grafic - Sun Tzu;5;7;48.742;Psihologie Practica, Roman Grafic;Sun Tzu;ARAMIS;Cartonata;2019;130;260 x 200 x 18 mm;ARA978-606-009-109-7
2019;8;Clubul Mars Room - Rachel Kushner;3;2;39.9;Literatura Universala;Rachel Kushner;VELLANT;Necartonata;2019;384;200 x 130 x 25 mm;VEL978-606-98-0086-7
2019;8;Tehnici de citire a chipului - Suada Agachi;4.8;20 de;230;Psihologie Practica, Lifestyle;Suada Agachi;ADRIANA NICOLAE;Cartonata;2019;416;230 x 170 x 24 mm;NAI978-973-0-30044-4
2019;9;Ma pregatesc pentru concurs! Matematica - Clasa 3 - Ed.2019 - Adina Grigore;5;1;15;Culegeri Auxiliare;Adina Grigore, Claudia-D. Negritoiu, Augustina Anghel;ARS LIBRI;Necartonata;2019;null;240 x 170 x 3 mm;ARS978-606-36-0866-7
2019;9;Botezul focului. Seria Witcher Vol.5 - Andrzej Sapkowski;0;0;47.992;SF & Fantasy, Literatura poloneza, Literatura Universala, Romane Fantasy;Andrzej Sapkowski;NEMIRA;Necartonata;2019;352;200 x 130 mm;NEM978-606-43-0487-2
2019;9;Sic Cogito - B.P. Hasdeu;0;0;45.15;Istoria Romanilor;Bogdan Petriceicu Hasdeu;SAECULUM I.O.;Cartonata;2019;262;250 x 170 x 18 mm;SEC978-973-642-404-5
2019;9;O noapte in pustia Sfantului Munte - Ierotheos Vlachos;5;5;25;Carte Ortodoxa;Ierotheos Vlachos;SOPHIA;null;2019;232;null;SOP978-973-136-711-8
2019;9;Ultima dorinta. Seria Witcher Vol.1 - Andrzej Sapkowski;4.7;12;47.992;SF & Fantasy, Literatura poloneza, Literatura Universala, Romane Fantasy;Andrzej Sapkowski;NEMIRA;Necartonata;2019;296;200 x 130 x 16 mm;NEM978-606-43-0539-8
2019;9;Limba franceza. Jocuri de vocabular 1 A1-A2;0;0;23.9;Franceza;null;BOOKLET;Necartonata;2019;125;200 x 140 mm;BOO978-606-590-563-4
2019;9;Probleme de matematica. Consolidare - Clasa 11 - Lucian Dragomir;5;1;34.2;Culegeri Auxiliare;Lucian Dragomir;PARALELA 45;Necartonata;2019;320;240 x 170 x 15 mm;PAR978-973-47-2799-5
2019;9;Probleme de matematica - Clasa 10 - Consolidare - Lucian Dragomir, Adriana Dragomir, Ovidiu Badescu;4.6;5;34.2;Culegeri Auxiliare;Lucian Dragomir, Ovidiu Badescu, Adriana Dragomir;PARALELA 45;Necartonata;2019;264;240 x 170 x 12 mm;PAR978-973-47-2798-8
2019;9;Terapia cognitiva a tulburarilor de personalitate - Aaron T. Beck, Denise D. Davis, Arthur Freeman;4.5;2;85;Psihologie, psihanaliza, logica;Arthur Freeman, Aaron T. Beck, Denise D. Davis;ASOCIATIA DE STIINTE COGNITIVE DIN ROMANIA;Necartonata;2019;528;240 x 170 x 38 mm;ASR978-606-977-019-1
2019;9;Tratat de drept succesoral Vol.2: Mostenirea testamentara Ed.4 - Francisc Deak, Romeo Popescu;0;0;71;Carte Juridica;Francisc Deak, Romeo Popescu;UNIVERSUL JURIDIC;Necartonata;2019;416;210 x 140 19 mm;UJU978-606-39-0430-1
2019;9;Viata la Omoruri - Dan Antonescu;5;6;33.117;Memorii Jurnal;Dan Antonescu;NEVERLAND;Necartonata;2019;224;200 x 130 x 16 mm;NEV978-606-8390-90-1
2019;9;Duminici in dar - Constantin Necula;5;2;20;Carte Ortodoxa;Parintele Constantin Necula;AGNOS;Necartonata;2019;382;170 x 110 x 23 mm;AGN978-606-053-000-8
2019;9;Indrazneste sa conduci - Brene Brown;5;1;44;Psihologie Practica;Brene Brown;CURTEA VECHE;Necartonata;2019;384;200 x 130 x 23 mm;CVE978-606-44-0244-8
2019;9;Franklin si minciunica lui - Paulette Bourgeois, Brenda Clark;3;1;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;32;220 x 190 x 3 mm;KAT978-606-94732-2-1
2019;9;Contabilitatea pentru incepatori. Aplicatii practice - Florin Boghean, Mariana Vlad;3;2;53.1;Contabilitate;Mariana Vlad, Florin Boghean;PRO UNIVERSITARIA;Necartonata;2019;292;290 x 250 x 15 mm;PUN978-606-26-1151-4
